gene,SW48-48h-12b1_Read_Count,SW48-48h-12b2_Read_Count,SW48-48h-12b3_Read_Count,SW48-48h-C1_Read_Count,SW48-48h-C2_Read_Count,SW48-48h-C3_Read_Count
CBFA2T3,852,761,762,745,729,655
RUNX3,0,0,0,0,0,0
CBFB,9760,7711,7204,9240,9183,7344
SERPINA6,0,0,0,3,0,0
CBL,10439,8578,8490,8144,8756,7187
CBLB,1740,1341,1174,1196,1303,1159
CBLN1,0,0,0,0,0,0
SERPINH1,4589,3987,3698,4278,4855,4229
CBR1,3480,3189,2963,4488,4573,4269
CBR3,1045,874,761,1185,1251,1099
CBS,0,0,0,1,0,0
CCIN,6,9,13,19,16,7
KYAT1,1257,1031,985,896,920,883
CCK,0,0,0,0,0,0
CCKAR,0,0,0,0,0,0
CCKBR,0,5,0,0,0,0
KRIT1,3178,2361,2355,2688,2991,2396
CCNA2,5226,4405,3817,5257,5526,4290
CCNB1,4078,3186,2812,5463,5692,4665
CCNC,3929,2969,2780,3318,3459,2616
CCND2,8637,6863,6982,7107,7135,6392
CCND2P1,0,0,0,0,0,0
CCND3,2653,2257,2164,2514,2642,2415
CCND3P1,3,3,4,3,2,0
CCNE1,958,843,786,938,993,912
CCNF,3583,3325,2979,3337,3642,2881
CCNG1,10062,7361,7071,6407,6607,5058
CCNG2,5621,4545,4182,3152,3233,2597
CCNH,2168,1697,1593,1526,1767,1427
CCNT1,5563,4319,4125,4578,4742,3797
CCNT2,3570,2763,2734,3305,3510,2818
CCT6A,27418,21677,20234,24533,25907,21396
CD1A,0,0,0,0,0,0
CD1B,0,0,0,0,0,0
CD1C,0,0,0,0,0,0
CD1D,0,0,0,0,0,0
CD1E,0,0,0,0,0,0
CD2,0,0,0,0,0,0
CD3D,0,0,0,0,0,0
CD3E,0,0,0,0,0,0
CD3G,0,0,0,0,0,0
CD247,6,6,9,4,5,8
CD4,0,0,0,0,0,0
CD5,0,0,0,0,0,0
CD5L,0,0,0,0,0,0
CD6,3,0,0,0,0,0
CD7,220,55,59,34,167,124
CD8A,146,100,117,159,151,133
CD8B,0,0,0,0,0,0
CD8B2,0,0,0,0,0,0
CD9,43493,36097,34654,31413,33030,28894
CD14,29,16,18,15,17,7
CD19,0,0,0,0,0,0
MS4A1,0,0,0,0,0,0
MS4A3,0,0,0,0,0,0
CD22,42,25,62,26,38,22
CD24P1,0,0,0,0,0,0
CD24P2,9,0,6,3,5,0
CD24P4,417,328,304,343,324,302
CD27,6,9,0,0,0,0
CD28,5,0,0,0,0,0
CD80,0,0,0,0,0,0
CD86,0,0,0,0,0,0
TNFRSF8,0,0,0,2,0,0
TNFSF8,0,0,0,0,0,0
CD33,0,0,0,0,0,0
SIGLEC6,0,3,7,5,0,10
CD34,0,0,0,0,0,0
CD36,82383,65384,60710,77842,82222,65149
SCARB1,3657,3325,3227,3725,4249,3619
SCARB2,28446,22881,21595,22302,23483,19182
CD37,0,0,0,0,0,0
CD38,0,0,0,0,0,0
ENTPD1,74,88,66,70,70,66
ENTPD2,4649,4155,4140,3307,3546,3319
ENTPD6,7753,6954,6771,6337,6637,6285
ENTPD3,0,0,0,0,0,0
ENTPD5,3744,2947,2775,2870,3240,2755
CD40,0,0,0,0,0,0
CD40LG,0,0,0,0,0,0
CD44,45963,36885,37313,35173,37771,31964
CD47,7506,5912,6353,5898,6369,5035
CD48,0,0,0,0,0,0
CD53,0,0,0,0,0,0
CD58,1165,894,904,955,1022,781
CD59,10891,8669,8888,7211,7764,6606
CD63,13846,11716,11304,11589,12221,11168
CD68,2093,1634,1909,1094,1052,1075
CD69,0,0,0,0,0,0
CD70,6,8,4,10,6,6
CD72,487,398,390,295,339,282
CD74,0,0,9,0,0,8
CD79A,8,8,10,8,6,9
CD79B,0,0,0,0,0,0
CD81,7649,6746,6633,6698,6885,5985
ADGRE5,2118,1822,1735,2030,2079,2126
CD151,7640,6994,6702,7507,7868,7092
CDA,306,247,285,267,288,278
CDK1,8646,6796,5976,8002,7957,6091
CDK11B,4598,3913,3755,3456,3714,3225
LRBA,11494,9599,8930,9812,10727,8856
CDC5L,5074,4156,3786,3993,4437,3571
SEPTIN7,10848,8190,7473,9796,10343,8173
CDC6,3715,3112,2754,4186,4453,3476
CDC20,5843,5162,4784,7559,7368,6627
CDC25A,2491,1906,1777,2291,2584,2088
CDC25B,17679,14556,14695,13888,15177,13690
CDC25C,1131,957,842,1006,943,858
CDC27,8187,6270,5676,6933,7087,5534
CDC34,4700,4224,3811,3722,4108,3781
CDC42,10575,8394,7998,8665,9077,7317
CDH1,15831,13006,12556,12696,13446,11628
CDH2,14,4,8,13,6,10
CDH3,10966,9403,8740,8408,8972,8126
CDH4,6,0,0,8,3,6
CDH5,0,0,0,0,0,0
CDH6,0,0,0,0,0,0
CDH7,0,0,0,5,3,4
CDH8,0,0,0,0,0,0
CDH9,0,0,0,0,0,0
CDH10,0,0,0,0,2,0
CDH11,0,0,0,0,0,2
CDH12,0,0,0,0,0,0
CDH12P2,0,0,0,1,0,0
CDH13,0,0,0,0,0,0
CDH15,34,38,24,25,46,50
CDH16,0,0,0,0,0,0
CDH17,49,38,37,67,79,47
CDH18,2,0,0,0,0,0
CDK2,4985,4013,3749,5252,5580,4593
CDK3,8,0,20,0,1,35
CDK4,7110,5825,5295,7301,8100,6470
CDK5,1547,1361,1267,1462,1544,1326
CDK6,6438,5150,4788,6862,7376,5737
CDK7,2864,2061,1880,1858,2071,1669
CDK8,1935,1530,1445,1500,1514,1257
CDK9,3072,2624,2559,2480,2747,2309
CDKN1A,10366,8058,7989,8025,8288,7121
CDKN1B,2596,1999,1900,2106,2154,1746
CDKN1C,1327,1218,1217,1069,1213,985
CDKN2A,213,196,181,179,248,195
CDKN2B,2126,1607,1618,1463,1276,1176
CDKN2C,1064,873,825,1238,1172,982
CDKN2D,699,612,652,497,625,438
CDKN3,3789,2939,2480,3669,3712,3060
CDO1,7,8,17,7,10,4
CDR1,0,0,0,0,0,0
CDR2,2138,1705,1597,1937,1938,1756
CDS1,2919,2267,2219,2455,2592,2234
CDSN,22,20,14,21,15,14
CD52,4,15,17,0,9,16
CDX1,0,0,0,0,0,0
CDX2,2103,1882,1723,2406,2643,2412
CDX4,2,0,0,0,0,0
CLGN,0,0,0,0,0,0
CEACAM5,140,151,157,192,155,156
CEBPA,526,486,438,494,542,515
CEBPB,3138,2420,2753,2323,2561,2356
CEBPD,146,122,146,152,210,132
CEBPE,0,0,2,0,0,0
CEBPG,10449,8229,7976,7787,7575,6071
CEL,62,48,42,78,73,72
CELP,10,6,9,11,12,7
CENPA,1364,1124,997,1324,1459,1167
CENPB,3422,3252,2752,3898,4191,3899
CENPC,2920,2107,1989,1825,2090,1687
CENPCP1,1,0,2,0,0,0
CENPE,4240,3054,2980,3758,4433,3248
CENPF,17184,13687,12196,17625,20497,15879
CES1,0,0,0,0,0,0
CETN1,0,0,0,0,0,0
CETN2,982,820,722,879,901,781
CETN3,1298,916,875,991,1033,818
CETP,0,0,0,0,0,0
CFL1,24731,21644,19201,23960,25685,22906
CFL2,2217,1792,1702,2045,2171,1682
CFL1P5,121,101,128,121,137,113
CTSC,2979,2445,2370,3173,3187,2738
CFTR,0,0,0,0,0,0
CGA,0,0,0,0,0,0
CGB3,18,19,14,17,13,11
CEACAM3,0,0,0,0,0,0
CEACAM7,0,0,0,0,0,0
CEACAM8,0,0,0,0,0,0
CEACAM4,0,0,0,0,0,0
CEACAMP2,0,0,0,0,0,0
CHAD,0,15,19,0,0,12
RCBTB2,161,147,151,230,241,162
CHAT,2,0,0,0,0,0
RCC1,6174,5106,4899,5803,6022,5189
CHD1,4984,3751,3473,3960,4124,3289
CHD2,10304,8570,8589,6486,7307,6204
CHD3,5166,4520,4227,4279,4877,4353
CHD4,23573,20945,18522,23357,24333,21076
AKR1C4,0,0,0,0,0,0
CHEK1,4374,3416,3138,4125,4241,3395
FOXN3,8245,7022,6413,6215,6470,5658
CHGA,0,0,0,0,0,0
CHGB,0,0,0,0,0,0
CHI3L1,373,302,323,282,288,337
CHI3L2,0,0,0,0,0,0
CHIT1,0,0,0,0,0,0
CHKA,1813,1383,1442,1693,1588,1403
CHKB,774,597,381,342,398,529
CHM,1976,1534,1336,1665,1733,1311
CHML,811,1372,777,630,722,692
CHN1,1631,1385,1323,1364,1441,1165
CHN2,82,72,104,80,105,68
CHRM1,23,10,16,21,33,27
CHRM2,0,2,0,2,0,0
LYST,1338,1081,1057,844,915,793
CHRM3,464,414,367,449,465,394
CHRM4,14,12,6,7,10,3
CHRM5,3,6,7,5,4,9
CHRNA1,0,0,0,0,0,0
CHRNA2,0,0,0,0,0,0
CHRNA3,25,25,14,13,33,27
CHRNA4,0,0,0,0,0,0
CHRNA5,1029,900,771,1080,1181,946
CHRNA7,595,476,487,398,474,400
CHRNB1,683,605,541,473,538,488
CHRNB2,6,12,4,12,15,3
CHRNB3,0,0,0,0,0,0
CHRNB4,70,69,70,60,52,60
CHRND,0,0,7,0,2,0
CHRNE,14,24,7,14,18,15
CHRNG,0,0,0,0,0,0
CHUK,3918,3167,2944,3582,3688,2850
CIDEA,0,0,0,0,0,0
CKB,3349,2985,2907,1881,2028,1929
CIRBP,18513,15297,14300,14089,14682,12029
CISH,253,193,183,202,208,181
TBCB,3030,2710,2537,2690,2676,2552
CKBP1,0,0,0,0,0,0
CKM,0,0,8,0,0,0
CKMT1B,1331,1105,1153,1281,1394,1275
CKMT2,0,2,0,0,0,0
ERCC8,1230,1085,895,1263,1298,1042
CKS1B,3550,2932,2585,2831,2877,2586
CKS2,3944,3306,2997,4208,4460,3676
AP2M1,17198,16108,14061,17524,18611,16446
AP1S1,6209,5435,4891,5129,5272,4629
AP2S1,2295,2151,1993,2449,2518,2384
AP3S1,4475,3340,3339,3596,3840,3151
CLC,3,0,0,0,0,0
CLCA1,0,0,0,0,0,0
CLCN1,4,3,0,0,7,0
CLCN2,823,670,726,899,921,853
CLCN3,6139,4824,4556,5168,5262,4248
CLCN4,0,0,0,0,0,0
CLCN5,2900,2286,2325,2053,2354,2055
CLCN6,1444,1225,1338,993,978,1023
CLCN7,5149,4726,4477,3925,4268,3679
CLCNKA,0,0,4,0,0,0
CLCNKB,4,0,0,0,0,0
CLU,14227,12449,11675,12503,13273,12053
CLIC1,13931,11489,10732,13161,14162,12141
CLIC2,85,73,52,53,76,60
CLK1,5479,4089,3765,3753,4043,2816
CLK2,3162,2462,2603,2553,3168,2665
CLK2P1,2,0,0,0,2,2
CLK3,3532,3019,3040,2321,2610,2513
TPP1,10351,8986,9011,7282,7972,6866
CLN3,1834,1684,1526,1584,1745,1425
CLN5,844,655,579,769,746,666
CLNS1AP1,0,0,0,0,0,0
CLNS1A,6530,5287,5048,5043,5224,4342
CLPS,0,0,0,0,0,0
CLPTM1,6191,5545,5251,5135,5541,5203
CLTA,5240,4229,4140,4108,4542,4016
CLTB,2416,2055,2198,2438,2737,2564
CLTC,64382,51787,48189,61201,64862,52937
CMA1,0,0,3,0,0,0
CCR1,0,2,0,0,0,0
CCR3,0,0,0,0,2,0
CCR4,0,0,0,0,2,0
CCR5,0,0,0,0,0,0
CCR6,18,11,13,22,17,8
CCR7,7,11,5,30,18,19
CCR8,0,0,0,0,0,0
ACKR2,33,21,20,22,17,15
CMKLR1,0,0,3,6,0,0
LTB4R,1926,1556,1610,1649,1980,1815
ABCC2,37,28,41,28,18,19
CNGB1,0,0,0,0,0,0
CNGA1,88,82,52,35,64,58
CNGA2,0,0,0,0,0,0
CNGA3,0,0,0,0,0,0
CNGA4,11,8,10,12,17,9
PLK3,256,218,238,278,320,233
CNN1,3,4,10,10,13,5
CNN2,12081,10228,10027,10542,11325,9939
CNN3,6766,5603,5128,6533,6626,5706
CNP,6307,5473,5101,6261,6515,5444
CNR1,0,0,0,0,0,0
CNR2,0,3,0,6,8,0
CNTF,80,63,0,55,93,0
CNTFR,10,9,3,0,5,0
CNTN1,17,12,21,12,9,12
COL1A1,138,93,88,147,171,176
COL1A2,0,0,0,0,0,0
COL2A1,0,11,4,7,6,0
COL3A1,0,0,0,0,0,0
COL4A1,0,0,0,0,6,0
COL4A2,17,13,11,20,24,11
COL4A3,0,0,0,0,0,0
COL4A4,0,0,0,0,0,0
COL4A5,0,0,0,0,0,0
COL4A6,0,0,0,0,0,0
COL5A1,0,5,6,14,0,5
COL5A2,38,20,23,43,56,51
COL6A1,11107,9782,9657,8255,8696,7854
COL6A2,0,0,0,0,0,0
COL6A3,77,43,70,26,41,35
COL7A1,1127,1018,1003,1245,1450,1485
COL8A1,0,0,0,0,0,0
COL8A2,60,39,64,45,22,12
COL9A1,0,2,2,0,0,0
COL9A2,20,0,23,28,25,23
COL9A3,0,0,0,0,7,4
COL10A1,82,61,36,73,41,49
COL11A1,0,0,0,0,0,0
COL11A2,1249,1089,1114,1088,1221,1172
COL12A1,6,5,8,11,17,6
COL13A1,204,128,134,144,176,172
COL15A1,10,4,0,0,11,0
COL16A1,18,0,8,0,16,6
COL17A1,38432,32848,33075,32211,35475,32641
COL19A1,0,5,0,7,0,0
COMP,0,0,3,0,0,0
COMT,1745,1524,1460,1334,1471,1352
COPA,11489,9598,9350,9196,10088,8469
COPB1,9531,7342,7222,7362,7679,6235
KLF6,17069,12524,13619,7299,7638,6676
SLC31A1,3444,2845,2774,3665,3645,3124
SLC31A2,143,106,100,86,99,90
CORT,13,8,2,8,12,9
MAP3K8,489,444,357,346,392,285
COX4I1,10286,9393,8572,8544,9253,8596
COX5B,2890,2393,2382,2755,2914,2706
COX5BP1,0,0,0,0,0,0
COX5BP3,0,0,0,0,0,0
COX5BP4,0,0,0,0,0,0
COX5BP7,26,17,22,11,18,8
COX6A1,8332,7306,6812,7957,8323,7665
COX6A1P1,0,0,0,0,0,0
COX6A2,0,0,0,0,2,0
COX6B1,3801,3332,3066,3027,3235,2820
COX6C,3973,3289,2870,3658,3519,3306
COX7A1,0,0,0,0,0,0
COX7A2,3424,2743,2442,2640,2755,2366
COX7A2P2,0,0,0,0,0,0
COX7B,2909,2566,2374,2966,3127,2730
COX7C,4632,4049,3754,3583,4016,3521
COX8A,3923,3598,3185,3966,4304,3925
COX10,1103,1026,900,940,1094,897
COX11,3335,2818,2826,3522,3684,2897
COX15,4606,3948,3626,4205,4417,3629
CP,0,0,0,0,0,0
CPA1,0,0,0,0,0,0
CPA2,0,0,0,0,0,3
CPA3,0,0,0,0,0,0
CPB1,0,0,0,0,0,0
CPB2,0,0,0,0,0,0
CPD,13373,11121,10698,11455,12056,9671
CPE,2,0,0,0,2,0
CLDN4,420,389,362,187,249,178
CLDN3,1731,1517,1534,1329,1438,1277
CLDN7,5570,4865,4411,6195,6539,5651
CPM,0,0,2,1,1,0
CPN1,0,0,5,0,0,0
CPN2,0,0,0,0,0,0
CPOX,31844,26071,24551,28217,29684,24465
CPS1,5373,4685,4269,4720,5139,4419
CPT1A,9105,7999,7235,9035,9797,8358
CPT1B,876,727,608,468,645,757
CPT2,1649,1449,1300,1944,1917,1724
CR1,0,0,0,0,0,0
CR1L,0,0,0,0,0,0
CR2,0,0,0,0,0,0
CRABP1,0,0,0,0,0,0
CRABP2,2024,1583,1490,2192,2137,1965
CRAT,5301,4808,4622,4523,5015,4706
CREB1,4425,3524,3189,3108,3224,2644
ATF2,3807,3014,2811,2954,3124,2350
CREBBP,5657,5300,5212,4888,5066,4679
ATF6B,6631,5322,5070,4934,5412,4644
CREBL2,3281,2607,2496,2389,2369,1940
CREM,694,576,646,703,723,636
CRH,0,0,0,0,0,0
CRHBP,0,0,0,0,0,0
CRHR1,0,0,0,0,0,0
CRHR2,0,0,0,0,0,0
CRIP1,127,125,113,74,110,100
CRIP2,11254,10763,10064,9303,10293,9671
CRK,7272,6051,5666,6125,6424,5344
CRKL,8372,7185,6517,6268,6764,5690
CRMP1,0,0,0,0,0,0
CRP,0,0,0,0,0,0
HAPLN1,0,0,0,0,0,0
CRX,0,0,0,0,0,0
CRY1,1891,1434,1388,1623,1719,1322
CRY2,1671,1612,1528,1189,1306,1150
CRYAA,7,7,9,0,1,0
CRYAB,0,0,0,4,0,0
CRYBA1,0,0,0,0,0,0
CRYBA2,0,0,4,5,0,3
CRYBA4,12,10,10,6,0,6
CRYBB1,0,0,0,0,0,0
CRYBB2,19,0,14,17,17,21
CRYBB2P1,661,689,619,820,836,726
CRYBB3,61,66,64,77,46,75
CRYGA,0,0,0,0,0,0
CRYGB,0,0,0,0,0,0
CRYGC,0,0,0,0,0,0
CRYGD,0,0,0,0,0,0
CRYGFP,0,0,0,0,0,0
CRYGGP,0,0,0,0,0,0
CRYGS,94,74,99,85,91,76
CRYM,228,256,199,158,152,143
CRYZ,3411,2676,2495,2638,2776,2309
CS,25112,20581,19405,22420,23736,20211
MAPK14,4447,3620,3527,3668,3733,3126
CSE1L,14793,12019,10764,15987,16830,13437
CSF1,592,522,520,505,590,536
CSF1R,0,0,0,3,0,0
CSF2,0,0,0,0,0,0
CSF2RA,0,0,1,1,2,0
CSF2RB,0,0,0,0,0,0
CSF3,0,0,0,0,0,0
CSF3R,0,0,0,0,0,0
CSH1,0,0,0,0,0,0
CSH2,0,0,0,0,0,0
CSHL1,0,0,0,0,0,0
CSK,4283,3531,3454,3608,3735,3267
CSN1S1,0,0,0,0,0,0
CSN2,0,0,0,0,0,0
CSN3,0,0,0,0,0,0
CSNK1A1,23005,18540,17424,18990,19288,15693
CSNK1D,8807,7581,7292,7147,7326,6733
CSNK1E,13014,11137,10770,10026,10063,9724
CSNK1G2,7801,7213,6708,6705,7483,6547
CSNK1G3,4299,3270,3207,3106,3140,2534
CSNK2A1,23018,18039,17630,16081,16923,13969
CSNK2A2,4865,4160,3994,3104,3312,2857
CSNK2B,5178,4524,4053,4799,5205,4544
VCAN,0,0,4,0,3,5
NCAN,0,0,3,0,4,6
CSPG4,30,13,26,18,23,12
CSRP1,3718,2996,2953,3413,3380,2991
CSRP2,1237,975,861,1164,1180,1050
CSRP2P1,0,0,0,0,0,0
SLC25A10,1193,1160,1072,1722,1894,1728
CST1,0,0,0,0,0,0
CST2,0,0,0,0,0,0
CST3,4796,4157,4182,4593,4966,4546
CST4,0,0,0,0,0,0
CST5,0,0,0,0,0,0
CST6,2,0,0,0,0,0
CSTA,5,0,7,6,6,7
CSTB,4613,4185,3697,4075,4214,4065
CSTF1,2878,2438,2231,2503,2718,2219
CSTF2,1929,1559,1468,2112,2104,1969
CSTF3,1874,1449,1326,2486,2585,2148
NKX2-5,838,699,619,680,745,666
CTAG1B,3,2,0,0,0,0
CTBS,937,682,784,639,538,478
CTBP1,14381,13368,12221,12048,13299,11843
CTBP2,5726,4895,4091,5667,5708,4729
CTF1,6,6,13,0,7,6
CCN2,604,528,522,214,252,218
CTH,1440,1131,1033,1157,1247,955
CTLA4,0,0,0,0,0,0
CTNNA1,20447,17317,16446,17611,18407,15644
CTNNA2,397,308,306,261,279,277
CTNS,1280,992,977,1013,975,933
CTNNA1P1,23,11,8,19,11,21
CTNNB1,13547,11994,10648,12557,12812,11093
CTNND1,6839,5341,5215,3923,4475,4005
CTNND2,0,0,0,0,2,0
CTPS1,4463,3653,3277,4493,4860,4126
CTRB1,0,4,0,0,0,0
CTRL,31,30,27,44,35,29
CTSB,36111,30639,29931,26535,28286,24844
CTSD,17209,15774,14741,13084,14226,13136
CTSE,0,0,0,0,0,0
CTSG,0,0,3,0,0,0
CTSH,3185,2549,2396,2553,2820,2479
CTSK,90,106,83,64,80,50
CTSL,0,0,0,0,0,2
CTSV,1332,1095,1038,1490,1585,1334
CTSLP2,0,0,0,0,0,0
CTSLP8,0,0,0,0,0,0
CTSO,619,524,459,474,530,421
CTSS,5,0,0,5,0,8
CTSW,4,8,0,0,0,0
CTSZ,5306,4537,4181,4749,5181,4414
CUX1,15859,13739,13217,12769,13917,11844
CX3CR1,27,14,19,13,23,27
CXADR,8884,6823,6311,6986,7642,5423
TEX28,0,0,0,0,0,0
CYB5A,4057,3177,3088,3361,3514,2989
CYB5AP3,0,0,2,0,0,0
CYB5AP4,0,0,0,0,0,0
CYB561,2738,2253,2168,2695,2717,2405
CYBA,3262,2735,2761,3535,3969,3578
CYBB,227,183,136,198,198,151
CYC1,5687,4926,4730,5371,5720,5128
CYLC1,0,0,0,0,0,0
CYLC2,0,0,0,0,0,0
CYLD,2210,1672,1767,1735,1839,1532
CYP1A1,927,767,616,798,827,670
CYP1A2,0,0,10,6,4,6
CYP1B1,31,43,21,34,48,38
CYP2A6,0,0,0,0,0,0
CYP2A7,0,0,0,0,0,0
CYP2A7P1,0,0,0,0,0,0
CYP3A7,0,0,0,0,0,0
CYP2A13,0,0,0,0,0,0
CYP2B6,0,0,0,0,0,0
CYP2B7P,28,20,23,10,21,19
CYP2C19,0,0,0,0,0,0
CYP2C8,0,0,0,0,0,0
CYP2C9,0,0,4,0,0,0
CYP2C18,0,3,0,0,0,0
CYP2D7,353,317,345,292,285,308
CYP2D6,126,130,108,123,176,168
CYP2D8P,145,118,139,97,107,112
CYP2E1,855,699,749,714,757,700
CYP2F1,0,0,0,0,0,0
CYP2J2,300,298,284,276,280,283
CYP3A4,0,0,0,0,0,0
CYP3A5,392,260,275,192,191,172
CYP4A11,0,0,0,0,0,0
CYP4B1,0,0,0,0,0,0
CYP7A1,0,0,2,0,2,0
CYP8B1,0,0,0,0,0,0
CYP11A1,3,0,0,0,0,3
CYP11B1,0,0,0,0,0,0
CYP11B2,0,0,0,0,0,0
CYP17A1,0,0,9,0,0,0
ADAM3A,0,0,0,0,0,0
CYP19A1,0,0,0,0,0,0
CYP21A2,3,2,0,0,1,4
CYP21A1P,0,5,4,0,8,5
CYP24A1,35,10,19,14,18,6
CYP26A1,13,4,13,7,7,0
CYP27A1,9,0,8,6,10,9
CYP27B1,207,146,153,225,233,232
CYP51A1,8641,6760,5713,7618,8236,6501
ADAM3B,0,0,0,0,0,0
DAB1,6,3,3,3,2,1
DAB2,215,211,186,176,258,194
DACH1,46,29,30,28,34,17
DAD1,2286,1726,1623,1899,2004,1760
CD55,11734,8342,9456,7936,7801,6724
DAG1,12048,10607,9667,10266,11118,9462
DGKA,1746,1497,1499,1601,1824,1545
DGKB,0,0,0,0,0,0
DGKG,0,0,0,0,0,0
DGKQ,3967,3618,3556,3467,3612,3440
DAO,3,0,0,0,0,0
DAP,3980,3344,3060,3811,4140,3435
DAPK1,1149,1030,829,954,1031,878
DAPK3,1735,1615,1494,1531,1573,1459
DARS1,4084,3418,3074,3852,3890,3141
DAXX,3829,3145,2732,3325,3698,3188
DAZ1,0,0,0,0,0,0
DAZL,0,0,0,0,0,0
BRINP1,0,0,0,0,0,0
DBH,0,0,0,0,0,0
DBI,1663,1254,1208,1745,1830,1630
DBIP1,0,0,0,2,0,4
DBN1,16077,14111,13186,13178,14442,13113
DBP,1351,1078,1130,833,984,789
DBT,3247,2438,2428,2565,2820,2207
DCC,0,0,0,0,0,0
ECI1,4988,4325,4210,4425,5286,4401
DCK,4543,3723,3144,3895,3872,3041
DCN,0,0,0,0,0,0
DCTD,6407,5583,5355,5421,5940,5181
ACE,1487,1357,1380,1389,1416,1313
DCT,65,45,63,39,43,32
DCTN1,8832,8034,7571,7372,7933,7485
DCX,0,4,0,0,0,0
DDB1,17295,15849,14136,17231,18409,16139
DDB2,3175,2567,2447,2839,2706,2633
DDC,5,10,14,15,14,18
AKR1C1,20,10,11,0,4,3
AKR1C2,0,0,0,0,3,0
GADD45A,5676,4335,4655,4213,4476,3709
GADD45AP1,0,0,0,0,0,0
DDIT3,5024,3580,3866,4299,4257,3480
DDOST,18124,15753,14306,14635,15942,13869
DDT,996,849,826,1012,1034,1055
DDX1,5928,4699,4205,5515,5814,4804
DDX3X,20036,16176,14748,15740,16730,13862
DDX5,33799,27038,25768,28240,30301,26145
DDX6,13547,10832,10025,10583,11060,8847
DMXL1,3028,2277,2203,2630,2775,2210
DHX8,3964,3519,3167,3360,3491,3099
DHX9,8813,7604,6710,11333,12303,10304
DHX9P1,0,1,2,1,0,0
DDX10,2823,2329,2124,2845,2983,2570
DDX11,2525,2423,2222,2704,2960,2780
DHX15,9864,8005,7537,9486,9778,7906
DECR1,2925,2242,2078,2773,2891,2422
DEFA1,0,0,0,0,0,0
DEFA3,0,0,0,0,0,0
DEFA4,0,0,0,0,0,0
DEFA5,4,0,0,0,0,0
DEFA6,0,0,0,0,0,0
DEFB1,0,0,0,0,0,0
DEFB4A,0,0,0,0,0,0
DES,4,6,0,0,0,4
CFD,368,354,363,459,482,440
DFFA,6346,5460,5138,6716,7292,5819
DFFB,1155,1018,863,1009,991,1000
TIMM8A,638,550,472,650,747,536
GSDME,0,0,0,6,0,0
COCH,0,0,0,0,0,0
DGUOK,1952,1559,1572,1638,1833,1569
DHCR7,3870,3632,3310,3195,3529,2990
DHCR24,6736,5964,5399,7312,7937,6877
DHFR,3352,2545,2333,4847,4866,4014
DHFRP3,0,0,0,0,0,0
DHODH,1240,968,917,1040,1136,966
DHPS,3400,2973,2958,2514,2501,2445
CYB5R3,8973,8000,7792,7083,7450,6900
NQO1,16701,13571,12584,15022,15503,13212
DIAPH1,15923,13860,13148,15117,16372,14153
DIAPH2,3424,2562,2412,2679,2982,2462
SEPTIN1,308,251,178,177,182,182
DIO1,0,0,0,8,0,0
DIO2,16,29,16,24,23,29
DIO3,0,0,2,0,0,0
DKC1,6950,5794,5375,6674,7009,5908
DLAT,5732,4464,4436,5419,5598,4398
DLD,10385,8096,7291,8693,9184,7790
DLG1,6195,4824,4399,5172,5581,4788
DLG2,327,270,276,178,224,149
DLG3,7628,6426,6001,5958,6778,5722
DLG4,695,698,726,607,743,720
DLST,18988,16759,15459,15958,16761,14410
DLSTP1,376,290,278,286,293,270
DLX1,697,662,575,694,732,594
DLX2,1046,911,671,898,960,947
DLX3,8,4,8,8,8,3
DLX4,967,813,715,591,640,552
DLX5,0,0,0,0,0,0
DLX6,0,0,0,0,0,0
DMBT1,0,4,0,0,0,4
DMD,0,0,0,3,0,0
SARDH,28,24,18,0,16,15
DMP1,0,0,0,0,0,0
DNM1,2639,2301,2393,2245,2433,2330
DMPK,2318,2146,1947,1552,1868,1669
DMRT1,3,3,0,10,5,5
DMWD,2186,1871,1806,1686,1969,1727
DNA2,4902,3842,3563,3984,4345,3472
DNAH5,42,24,24,40,67,43
DNAH6,161,156,102,229,256,248
DNAH8,4,2,2,2,9,0
DNAH9,2,0,0,0,0,0
DNASE1,1134,944,970,1021,1036,973
DNASE1L1,1006,875,860,870,877,843
DNASE1L2,69,67,54,66,91,78
DNASE1L3,0,0,0,0,0,0
DNASE2,5237,4390,4120,3530,3789,3308
DYNC1H1,87253,77845,74289,66323,72114,63606
DYNC1I1,297,292,265,158,229,223
DYNC1I2,5072,3938,3812,4104,4116,3331
DYNC1LI2,12485,9453,9404,8732,9395,7360
DNM2,9003,7902,7347,7540,8307,7042
DNMT1,17671,15578,14222,18067,19540,16831
TRDMT1,552,428,418,485,424,386
DNMT3A,4664,4069,3782,3751,4276,3629
DNMT3B,1042,820,774,931,909,796
DNTT,0,0,0,0,0,0
DOCK1,4155,3333,3361,3374,3723,3353
DOCK2,0,0,0,0,0,0
DOCK3,77,109,96,90,90,55
DOK1,963,912,861,959,956,848
DXO,1629,1376,1438,1411,1413,1371
DPAGT1,1965,1644,1751,2125,2228,1882
DPEP1,6,14,0,15,27,10
DPH1,2230,2005,2004,1659,1845,1641
DPH2,1573,1490,1219,1533,1711,1505
DPP4,7323,5746,5528,7177,7420,6358
DPP6,0,2,0,0,4,4
DPT,0,0,0,0,0,0
DPYD,0,0,2,0,0,0
DPYS,0,0,0,0,0,0
DPYSL2,13700,11398,10265,10815,10852,9879
DPYSL3,0,0,0,0,0,0
DR1,5009,3970,3581,4795,4703,3773
